Report Number,Report Date,Occurred From,Occurred To,Address,City,State,ZIP,Latitude,Longitude,Offense,NIBRS Code,Office Status,Reporting Officer Name,District,(9) Location Type,(8a) Bias Motivated Crime
23-03042,06/30/2023 0024,06/30/2023 0024,06/30/2023 0116,  BROADWAY/25-26  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-03042,06/30/2023 0024,06/30/2023 0024,06/30/2023 0116,  BROADWAY/25-26  ,KANSAS CITY,MO,64111,,,EXCEEDED POSTED SPEED LIMIT,90Z,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,EXPIRED REGISTRATION,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,DWI - PERSISTENT,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,DRIVING WHILE REVOKED/SUSPENDED - 1ST OFFENSE,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,DRIVING WHILE REVOKED/SUSPENDED - 1ST OFFENSE,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,EXPIRED REGISTRATION,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03043,06/30/2023 0203,06/30/2023 0203,06/30/2023 0319,  BROADWAY/VALENTINE  ,KANSAS CITY,MO,64111,,,DWI - PERSISTENT,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03044,06/30/2023 0601,06/29/2023 2200,06/30/2023 0600,27606 E PINK HILL RD  ,INDEPENDENCE,MO,64057,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,2,,
23-03044,06/30/2023 0601,06/29/2023 2200,06/30/2023 0600,27606 E PINK HILL RD  ,INDEPENDENCE,MO,64057,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,2,,
23-03045,06/30/2023 0841,06/30/2023 0835,06/30/2023 0910,415 E 12TH ST  ,KANSAS CITY,MO,64106,,,PROBATE WARRANT,,ARREST,DEP. W. MCDONALD,,,
23-03045,06/30/2023 0841,06/30/2023 0835,06/30/2023 0910,415 E 12TH ST  ,KANSAS CITY,MO,64106,,,PROBATE WARRANT,,ARREST,DEP. W. MCDONALD,,,
23-03046,06/30/2023 0922,06/30/2023 0922,06/30/2023 1000,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,Dep. Dalton Flores,9,,
23-03046,06/30/2023 0922,06/30/2023 0922,06/30/2023 1000,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,Dep. Dalton Flores,9,,
23-03047,06/30/2023 1141,,,    ,,,,,,,,,DEP. J. SOUDERS,,,
23-03047,06/30/2023 1141,,,    ,,,,,,,,,DEP. J. SOUDERS,,,
23-03048,06/30/2023 1256,06/30/2023 1335,06/30/2023 1338,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,INCIDENT,Dep. J. Atty,9,,
23-03048,06/30/2023 1256,06/30/2023 1335,06/30/2023 1338,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,INCIDENT,Dep. J. Atty,9,,
23-03049,06/30/2023 1439,06/30/2023 1026,06/30/2023 1439,27745  W 159 TH ST  ,NEW CENTURY,KS,66031,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03049,06/30/2023 1439,06/30/2023 1026,06/30/2023 1439,27745  W 159 TH ST  ,NEW CENTURY,KS,66031,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03050,06/30/2023 1446,06/30/2023 1026,06/30/2023 1446,27745  W 159 TH ST  ,NEW CENTURY,KS,66031,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03050,06/30/2023 1446,06/30/2023 1026,06/30/2023 1446,27745  W 159 TH ST  ,NEW CENTURY,KS,66031,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03051,06/30/2023 1452,06/30/2023 1026,06/30/2023 1452,27745  W 159 TH ST  ,NEW CENTURY,KS,66031,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03051,06/30/2023 1452,06/30/2023 1026,06/30/2023 1452,27745  W 159 TH ST  ,NEW CENTURY,KS,66031,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03052,06/30/2023 1502,06/30/2023 1330,06/30/2023 1503,710  N 7 TH ST  ,KANSAS CITY,KS,66102,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03052,06/30/2023 1502,06/30/2023 1330,06/30/2023 1503,710  N 7 TH ST  ,KANSAS CITY,KS,66102,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03053,06/30/2023 1512,06/30/2023 1330,06/30/2023 1513,710  N 7 TH ST  ,KANSAS CITY,KS,66102,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03053,06/30/2023 1512,06/30/2023 1330,06/30/2023 1513,710  N 7 TH ST  ,KANSAS CITY,KS,66102,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03054,06/30/2023 1456,06/30/2023 0210,06/30/2023 1456,2106 N PONCA DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,1,,
23-03054,06/30/2023 1456,06/30/2023 0210,06/30/2023 1456,2106 N PONCA DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,1,,
23-03055,06/30/2023 1524,06/30/2023 1330,06/30/2023 1525,710  N 7 TH ST  ,KANSAS CITY,KS,66102,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03055,06/30/2023 1524,06/30/2023 1330,06/30/2023 1525,710  N 7 TH ST  ,KANSAS CITY,KS,66102,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03056,06/30/2023 1501,06/30/2023 1807,06/30/2023 1807,  EB 70 AT BLUE RIDGE CUTOFF OFF RAMP  ,,,,,,AUTO ACCIDENT,,INCIDENT,CAPT. R. MONTGOMERY,,,
23-03056,06/30/2023 1501,06/30/2023 1807,06/30/2023 1807,  EB 70 AT BLUE RIDGE CUTOFF OFF RAMP  ,,,,,,AUTO ACCIDENT,,INCIDENT,CAPT. R. MONTGOMERY,,,
23-03057,06/30/2023 1604,06/30/2023 1256,06/30/2023 1259,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,9,13,88
23-03057,06/30/2023 1604,06/30/2023 1256,06/30/2023 1259,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,9,13,88
23-03058,06/30/2023 1608,06/30/2023 1603,06/30/2023 1608,3401 N PERRIN RD  ,INDEPENDENCE,MO,64058,,,DOMESTIC ASSAULT,13B,INVESTIGATIVE,Dep. M. Wicks,2,20,88
23-03058,06/30/2023 1608,06/30/2023 1603,06/30/2023 1608,3401 N PERRIN RD  ,INDEPENDENCE,MO,64058,,,DOMESTIC ASSAULT,13B,INVESTIGATIVE,Dep. M. Wicks,2,20,88
23-03059,06/30/2023 2036,06/30/2023 2036,06/30/2023 2103,1951  TELEVISION PL  ,KANSAS CITY,MO,64126,,,ALARM,,INCIDENT,DEP. P. LY,5,,
23-03059,06/30/2023 2036,06/30/2023 2036,06/30/2023 2103,1951  TELEVISION PL  ,KANSAS CITY,MO,64126,,,ALARM,,INCIDENT,DEP. P. LY,5,,
23-03060,07/01/2023 0000,07/01/2023 0000,07/01/2023 0028,32700 E LAKE CITY BUCKNER RD  ,BUCKNER,MO,64016,,,INFORMATION REPORT,,INCIDENT,SGT. M. MILLER,2,,
23-03060,07/01/2023 0000,07/01/2023 0000,07/01/2023 0028,32700 E LAKE CITY BUCKNER RD  ,BUCKNER,MO,64016,,,INFORMATION REPORT,,INCIDENT,SGT. M. MILLER,2,,
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,NO VALID INSURANCE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,VEHICLES ON ROADS TO BE LICENSED; DISPLAY REQUIRED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,NO VALID INSURANCE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,VEHICLES ON ROADS TO BE LICENSED; DISPLAY REQUIRED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03061,07/01/2023 0035,07/01/2023 0035,07/01/2023 0206,  BROADWAY/39TH TER  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-03062,07/01/2023 0033,07/01/2023 0033,07/01/2023 0157,10 NE TUDOR RD  ,LEES SUMMIT,MO,64086,,,ARREST REPORT,90Z,ARREST,Dep. Coby,,15,88
23-03062,07/01/2023 0033,07/01/2023 0033,07/01/2023 0157,10 NE TUDOR RD  ,LEES SUMMIT,MO,64086,,,ARREST REPORT,90Z,ARREST,Dep. Coby,,15,88
23-03063,07/01/2023 0210,07/01/2023 0210,07/01/2023 0250,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,EXCEEDED POSTED SPEED LIMIT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03063,07/01/2023 0210,07/01/2023 0210,07/01/2023 0250,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,IMPROPER LANE USE,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03063,07/01/2023 0210,07/01/2023 0210,07/01/2023 0250,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03063,07/01/2023 0210,07/01/2023 0210,07/01/2023 0250,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,EXCEEDED POSTED SPEED LIMIT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03063,07/01/2023 0210,07/01/2023 0210,07/01/2023 0250,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03063,07/01/2023 0210,07/01/2023 0210,07/01/2023 0250,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,IMPROPER LANE USE,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03064,07/01/2023 0257,07/01/2023 0257,07/01/2023 0410,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03064,07/01/2023 0257,07/01/2023 0257,07/01/2023 0410,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03065,07/01/2023 0303,07/01/2023 0303,07/01/2023 0400,  BROADWAY/34  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90Z,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-03065,07/01/2023 0303,07/01/2023 0303,07/01/2023 0400,  BROADWAY/34  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-03065,07/01/2023 0303,07/01/2023 0303,07/01/2023 0400,  BROADWAY/34  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90Z,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-03065,07/01/2023 0303,07/01/2023 0303,07/01/2023 0400,  BROADWAY/34  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-03066,07/01/2023 0326,07/01/2023 0326,07/01/2023 0410,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03066,07/01/2023 0326,07/01/2023 0326,07/01/2023 0410,  MILL CREEK/46TH  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-03067,07/01/2023 0455,07/01/2023 0455,07/01/2023 0610,  22ND TER AND STARK  ,KANSAS CITY,MO,64126,,,AUTO ACCIDENT,,INCIDENT,DEP. P. LY,5,,
23-03067,07/01/2023 0455,07/01/2023 0455,07/01/2023 0610,  22ND TER AND STARK  ,KANSAS CITY,MO,64126,,,AUTO ACCIDENT,,INCIDENT,DEP. P. LY,5,,
23-03068,07/01/2023 1122,06/30/2023 0800,07/01/2023 0440,1300  CHERRY  ,KANSAS CITY,MO,64106,,,HARASSMENT,,INVESTIGATIVE,Dep. J. Atty,9,15,88
23-03068,07/01/2023 1122,06/30/2023 0800,07/01/2023 0440,1300  CHERRY  ,KANSAS CITY,MO,64106,,,HARASSMENT,,INVESTIGATIVE,Dep. J. Atty,9,15,88
23-03069,07/01/2023 1035,07/01/2023 1030,07/01/2023 1035,10015 S MUNRO RD  ,LONE JACK,MO,64070,,,PROPERTY RECOVERY,,INCIDENT,DEP. B. SMITH,4,,
23-03069,07/01/2023 1035,07/01/2023 1030,07/01/2023 1035,10015 S MUNRO RD  ,LONE JACK,MO,64070,,,PROPERTY RECOVERY,,INCIDENT,DEP. B. SMITH,4,,
23-03070,07/01/2023 1909,07/01/2023 1909,07/01/2023 1943,13601 S LOVERS LN  ,LONE JACK,MO,64070,,,ALARM,,INCIDENT,Dep. J. Deal,4,,
23-03070,07/01/2023 1909,07/01/2023 1909,07/01/2023 1943,13601 S LOVERS LN  ,LONE JACK,MO,64070,,,ALARM,,INCIDENT,Dep. J. Deal,4,,
23-03071,07/01/2023 1937,07/01/2023 1900,07/01/2023 1950,1923  SUMMIT DR  ,OAK GROVE,MO,64075,,,INFORMATION REPORT,90Z,INCIDENT,Dep. Coby,,20,88
23-03071,07/01/2023 1937,07/01/2023 1900,07/01/2023 1950,1923  SUMMIT DR  ,OAK GROVE,MO,64075,,,INFORMATION REPORT,90Z,INCIDENT,Dep. Coby,,20,88
23-03072,07/01/2023 2048,07/01/2023 1945,07/01/2023 2048,108 N PAUL DR  ,SIBLEY,MO,64088,,,DOMESTIC ANIMALS,90Z,INVESTIGATIVE,Dep. Coby,,20,88
23-03072,07/01/2023 2048,07/01/2023 1945,07/01/2023 2048,108 N PAUL DR  ,SIBLEY,MO,64088,,,DOMESTIC ANIMALS,90Z,INVESTIGATIVE,Dep. Coby,,20,88
23-03073,07/01/2023 2139,07/01/2023 2139,07/01/2023 2312,24109  POINDEXTER  ,LEES SUMMIT,MO,,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,4,,
23-03073,07/01/2023 2139,07/01/2023 2139,07/01/2023 2312,24109  POINDEXTER  ,LEES SUMMIT,MO,,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,4,,
23-03074,07/02/2023 0013,07/01/2023 2335,07/01/2023 2336,1300  CHERRY ST  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13A,INVESTIGATIVE,Dep. G.Pasalich,8,15,88
23-03074,07/02/2023 0013,07/01/2023 2335,07/01/2023 2336,1300  CHERRY ST  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13A,INVESTIGATIVE,Dep. G.Pasalich,8,15,88
23-03075,07/02/2023 0208,07/02/2023 0208,07/02/2023 0253,7000 E US 40 HWY  ,KANSAS CITY,MO,64129,,,TRESPASS,90J,INCIDENT,Dep. M. Huff,5,6,88
23-03075,07/02/2023 0208,07/02/2023 0208,07/02/2023 0253,7000 E US 40 HWY  ,KANSAS CITY,MO,64129,,,TRESPASS,90J,INCIDENT,Dep. M. Huff,5,6,88
23-03076,07/02/2023 0135,07/02/2023 0130,07/02/2023 0430,  S291/40  ,INDEPENDENCE,MO,64055,,,CARLESS & IMPRUDENT DRIVING,,INVESTIGATIVE,SGT. A. KELLEY,3,,
23-03076,07/02/2023 0135,07/02/2023 0130,07/02/2023 0430,  S291/40  ,INDEPENDENCE,MO,64055,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,SGT. A. KELLEY,3,13,88
23-03076,07/02/2023 0135,07/02/2023 0130,07/02/2023 0430,  S291/40  ,INDEPENDENCE,MO,64055,,,NO VALID OPERATORS LICENSE,,INVESTIGATIVE,SGT. A. KELLEY,3,,
23-03076,07/02/2023 0135,07/02/2023 0130,07/02/2023 0430,  S291/40  ,INDEPENDENCE,MO,64055,,,NO VALID OPERATORS LICENSE,,INVESTIGATIVE,SGT. A. KELLEY,3,,
23-03076,07/02/2023 0135,07/02/2023 0130,07/02/2023 0430,  S291/40  ,INDEPENDENCE,MO,64055,,,CARLESS & IMPRUDENT DRIVING,,INVESTIGATIVE,SGT. A. KELLEY,3,,
23-03076,07/02/2023 0135,07/02/2023 0130,07/02/2023 0430,  S291/40  ,INDEPENDENCE,MO,64055,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,SGT. A. KELLEY,3,13,88
23-03077,07/02/2023 1003,07/01/2023 1130,07/02/2023 1000,1605  MARSH AVE  ,BLUE SUMMIT,MO,64126,,,BURGLARY - 2ND DEGREE,220,INCIDENT,DEP. B. NORTON,,24,88
23-03077,07/02/2023 1003,07/01/2023 1130,07/02/2023 1000,1605  MARSH AVE  ,BLUE SUMMIT,MO,64126,,,PROP DAMAGE 2ND DEGREE,290,INCIDENT,DEP. B. NORTON,,24,88
23-03077,07/02/2023 1003,07/01/2023 1130,07/02/2023 1000,1605  MARSH AVE  ,BLUE SUMMIT,MO,64126,,,BURGLARY - 2ND DEGREE,220,INCIDENT,DEP. B. NORTON,,24,88
23-03077,07/02/2023 1003,07/01/2023 1130,07/02/2023 1000,1605  MARSH AVE  ,BLUE SUMMIT,MO,64126,,,PROP DAMAGE 2ND DEGREE,290,INCIDENT,DEP. B. NORTON,,24,88
23-03078,07/02/2023 1025,07/02/2023 1114,07/02/2023 1114,33711  DRINKWATER RD  ,LONE JACK,MO,64070,,,DEAD BODY,,INCIDENT,DEP. B. SMITH,4,,
23-03078,07/02/2023 1025,07/02/2023 1114,07/02/2023 1114,33711  DRINKWATER RD  ,LONE JACK,MO,64070,,,DEAD BODY,,INCIDENT,DEP. B. SMITH,4,,
23-03079,07/02/2023 1201,07/02/2023 1155,07/02/2023 1200,1105 S LAKESHORE DR  ,OAK GROVE,MO,64075,,,INFORMATION REPORT,,INCIDENT,DEP. D. RUFFIN,3,,
23-03079,07/02/2023 1201,07/02/2023 1155,07/02/2023 1200,1105 S LAKESHORE DR  ,OAK GROVE,MO,64075,,,INFORMATION REPORT,,INCIDENT,DEP. D. RUFFIN,3,,
23-03080,07/02/2023 1351,07/02/2023 1345,07/02/2023 1351,38500 E BOSWELL RD  ,,,,,,INFORMATION REPORT,,INCIDENT,DEP. B. SMITH,,,
23-03080,07/02/2023 1351,07/02/2023 1345,07/02/2023 1351,38500 E BOSWELL RD  ,,,,,,INFORMATION REPORT,,INCIDENT,DEP. B. SMITH,,,
23-03081,07/02/2023 1709,07/02/2023 1709,07/02/2023 2248,  9TH/BLUE RIDGE IN WOODED AREA  ,KANSAS CITY,MO,64125,,,INFORMATION REPORT,,INVESTIGATIVE,Dep. J. Deal,5,,
23-03081,07/02/2023 1709,07/02/2023 1709,07/02/2023 2248,  9TH/BLUE RIDGE IN WOODED AREA  ,KANSAS CITY,MO,64125,,,INFORMATION REPORT,,INVESTIGATIVE,Dep. J. Deal,5,,
23-03082,07/02/2023 2010,07/02/2023 1730,07/02/2023 1900,7401 W PARK RD  ,BLUE SPRINGS,MO,64015,,,STEALING,23F,INVESTIGATIVE,Dep. G.Pasalich,3,50,88
23-03082,07/02/2023 2010,07/02/2023 1730,07/02/2023 1900,7401 W PARK RD  ,BLUE SPRINGS,MO,64015,,,THEFT/STEAL CREDIT CARD OR LETTER,,INVESTIGATIVE,Dep. G.Pasalich,3,,
23-03082,07/02/2023 2010,07/02/2023 1730,07/02/2023 1900,7401 W PARK RD  ,BLUE SPRINGS,MO,64015,,,STEALING,23F,INVESTIGATIVE,Dep. G.Pasalich,3,50,88
23-03082,07/02/2023 2010,07/02/2023 1730,07/02/2023 1900,7401 W PARK RD  ,BLUE SPRINGS,MO,64015,,,THEFT/STEAL CREDIT CARD OR LETTER,,INVESTIGATIVE,Dep. G.Pasalich,3,,
23-03083,07/02/2023 2322,07/02/2023 2322,07/02/2023 2347,18105 E 18TH TER N  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. G.Pasalich,1,,
23-03083,07/02/2023 2322,07/02/2023 2322,07/02/2023 2347,18105 E 18TH TER N  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. G.Pasalich,1,,
23-03084,07/03/2023 0119,07/03/2023 0119,07/03/2023 0214,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,PROBATE WARRANT,,INCIDENT,DEP. P. LY,5,,
23-03084,07/03/2023 0119,07/03/2023 0119,07/03/2023 0214,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,PROBATE WARRANT,,INCIDENT,DEP. P. LY,5,,
23-03085,07/03/2023 0153,07/03/2023 0150,07/03/2023 0435,1912 N PONCA DR  ,JACKSON COUNTY,MO,64058,,,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,INVESTIGATIVE,Dep. M. Huff,1,20,88
23-03085,07/03/2023 0153,07/03/2023 0150,07/03/2023 0435,1912 N PONCA DR  ,JACKSON COUNTY,MO,64058,,,PROP DAMAGE 1ST DEGREE,290,INVESTIGATIVE,Dep. M. Huff,1,20,88
23-03085,07/03/2023 0153,07/03/2023 0150,07/03/2023 0435,1912 N PONCA DR  ,JACKSON COUNTY,MO,64058,,,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,INVESTIGATIVE,Dep. M. Huff,1,20,88
23-03085,07/03/2023 0153,07/03/2023 0150,07/03/2023 0435,1912 N PONCA DR  ,JACKSON COUNTY,MO,64058,,,PROP DAMAGE 1ST DEGREE,290,INVESTIGATIVE,Dep. M. Huff,1,20,88
23-03086,07/03/2023 0837,07/02/2023 0141,07/02/2023 0141,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13B,INCIDENT,Dep. D. Cassity,9,15,88
23-03086,07/03/2023 0837,07/02/2023 0141,07/02/2023 0141,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13B,INCIDENT,Dep. D. Cassity,9,15,88
23-03087,07/03/2023 0857,07/03/2023 0619,07/03/2023 0619,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13B,INCIDENT,Dep. D. Cassity,9,15,88
23-03087,07/03/2023 0857,07/03/2023 0619,07/03/2023 0619,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13B,INCIDENT,Dep. D. Cassity,9,15,88
23-03088,07/03/2023 1113,07/03/2023 0840,07/03/2023 1113,1115  E PENCE RD  ,CAMERON,MO,64429,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03088,07/03/2023 1113,07/03/2023 0840,07/03/2023 1113,1115  E PENCE RD  ,CAMERON,MO,64429,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-03089,07/03/2023 1138,07/03/2023 1020,07/03/2023 1030,8301 E TRUMAN RD  ,KANSAS CITY,MO,64126,,,PROPERTY DAMAGE,290,INVESTIGATIVE,DEP. C. HEIN,5,7,88
23-03089,07/03/2023 1138,07/03/2023 1020,07/03/2023 1030,8301 E TRUMAN RD  ,KANSAS CITY,MO,64126,,,PROPERTY DAMAGE,290,INVESTIGATIVE,DEP. C. HEIN,5,7,88
23-03090,07/03/2023 1230,07/03/2023 1230,07/03/2023 1257,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,Dep. D. Cassity,9,,
23-03090,07/03/2023 1230,07/03/2023 1230,07/03/2023 1257,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,Dep. D. Cassity,9,,
23-03091,07/03/2023 1338,07/03/2023 1338,07/03/2023 1345,1315 E LOCUST STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,Dep. M. Banks,,,
23-03091,07/03/2023 1338,07/03/2023 1338,07/03/2023 1345,1315 E LOCUST STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,Dep. M. Banks,,,
